Id,Score,Col_1,Col_4,Col_6,Col_7,Col_9,Col_11,Col_12,Col_15,Col_17,Col_18,Col_19,Col_20,Col_23,Col_24,Col_27,Col_28,Col_29
22492,4,5,a,3,2,b,c,c,i,f,2,2,b,1,b,j,a,b
22493,5,10,a,3,17,b,c,f,a,b,1,5,a,1,b,b,a,d
22494,9,20,a,5,11,c,d,f,r,i,2,1,a,1,b,f,a,b
22495,11,18,a,1,4,b,d,g,l,g,1,0,a,3,b,g,a,d
22496,8,22,a,1,8,b,c,f,d,c,1,0,a,1,b,b,a,b
22497,4,17,a,2,8,d,c,b,a,a,4,3,b,1,b,b,a,b
22498,4,16,a,0,5,b,c,b,b,a,0,11,a,1,b,b,a,b
22499,1,2,a,1,14,b,c,a,e,a,1,0,a,1,b,b,a,a
22500,6,19,a,1,4,b,a,a,i,a,1,0,a,3,b,b,a,b
22501,1,22,a,0,13,b,c,a,d,c,0,2,a,3,b,a,e,b
22502,4,9,b,1,10,d,d,f,l,i,2,2,b,1,b,f,a,b
22503,3,10,b,2,5,b,d,a,p,i,1,4,a,3,b,f,a,b
22504,2,22,a,1,14,b,c,f,e,c,2,0,a,1,b,b,a,b
22505,5,22,a,3,2,b,d,c,k,f,0,0,b,1,b,f,a,b
22506,1,13,a,3,5,b,c,a,b,a,2,1,b,3,b,b,a,b
22507,6,12,a,3,3,b,c,f,b,f,3,7,b,1,b,b,a,b
22508,4,8,a,0,17,b,c,f,i,a,1,3,a,1,b,b,a,b
22509,7,5,b,3,16,b,c,f,b,a,2,0,a,1,b,b,a,b
22510,10,22,a,1,18,b,d,f,k,f,1,0,a,1,d,h,a,b
22511,2,21,b,3,14,b,d,f,k,i,0,6,a,1,b,h,a,b
22512,1,15,a,1,4,b,d,a,k,g,1,8,b,1,b,f,a,d
22513,5,23,b,4,18,b,c,f,e,c,3,4,a,1,b,b,g,b
22514,5,12,b,1,4,b,c,a,b,a,1,4,b,1,b,b,a,b
22515,1,4,a,3,1,b,d,b,l,i,1,0,a,3,b,f,f,b
22516,1,0,a,0,5,b,c,a,b,a,1,0,b,3,d,b,a,b
22517,1,6,a,4,6,b,d,a,r,i,3,2,a,3,b,f,a,b
22518,2,2,a,0,6,b,d,a,k,f,1,0,b,3,b,h,a,b
22519,4,8,a,0,7,b,c,h,b,c,1,0,b,1,b,b,a,b
22520,4,5,b,3,17,b,c,f,b,b,3,1,b,1,b,b,a,b
22521,5,20,b,1,15,b,c,f,d,b,2,6,b,1,b,j,b,b
22522,1,13,b,3,17,b,d,f,k,i,0,0,b,1,b,f,a,b
22523,2,19,a,1,0,b,c,b,b,a,1,11,a,3,b,e,f,b
22524,9,6,a,2,2,b,d,f,r,i,3,1,a,1,b,f,b,b
22525,10,17,a,3,17,b,a,a,b,a,2,0,a,1,b,a,a,c
22526,2,3,b,2,4,b,d,f,k,i,1,0,b,3,b,f,a,b
22527,1,3,a,2,2,d,c,f,a,f,1,2,a,1,b,b,b,b
22528,5,10,b,7,13,b,a,f,b,c,3,2,a,3,b,b,a,d
22529,4,8,a,1,18,b,c,f,b,a,1,0,b,1,b,b,a,b
22530,5,12,a,2,6,b,d,f,j,f,2,0,a,3,b,f,a,a
22531,19,18,a,4,16,b,d,a,k,g,4,0,a,1,c,f,a,b
22532,1,14,b,1,11,b,d,h,r,g,1,10,a,1,b,f,a,b
22533,1,20,a,3,9,b,c,f,i,c,2,0,a,2,b,j,a,b
22534,4,17,a,1,6,b,c,a,g,a,2,1,a,1,b,b,a,b
22535,7,18,a,1,14,b,c,h,e,f,0,0,a,1,b,b,a,b
22536,7,5,a,0,14,b,d,f,r,f,0,0,a,1,b,f,a,b
22537,1,6,a,4,5,b,c,a,b,a,3,4,a,1,b,b,a,b
22538,11,23,a,1,18,b,d,f,k,f,1,10,a,3,c,h,a,b
22539,1,16,a,5,12,b,c,a,b,f,3,5,b,2,b,j,a,b
22540,4,4,a,2,8,b,d,a,r,g,2,3,a,1,b,f,a,b
22541,8,18,a,2,10,b,c,h,i,c,1,0,a,1,b,j,a,b
22542,3,17,a,2,1,b,e,b,m,i,3,0,b,3,b,f,g,b
22543,1,10,a,1,11,b,d,c,r,f,1,0,a,2,b,f,a,b
22544,4,13,a,2,6,b,d,f,k,i,1,1,a,1,b,f,a,b
22545,7,20,a,0,10,b,c,f,i,c,1,1,a,1,b,b,a,b
22546,7,18,a,4,7,b,d,h,j,g,0,3,b,1,b,f,a,b
22547,1,7,a,4,2,b,c,f,b,a,1,4,a,1,b,b,a,b
22548,1,6,b,1,10,b,c,b,d,c,2,2,b,1,b,j,a,b
22549,3,15,a,3,18,b,a,f,d,f,3,5,a,1,b,b,a,b
22550,8,11,a,2,15,d,d,c,k,i,3,1,b,1,b,f,a,b
22551,1,17,b,1,6,b,e,a,k,i,1,0,a,3,b,f,a,b
22552,4,4,a,3,7,b,c,f,b,c,3,3,a,1,b,b,a,b
22553,1,18,a,3,0,b,a,b,b,a,1,2,b,2,b,j,a,b
22554,4,22,a,3,14,b,d,c,k,i,2,4,b,3,b,f,a,d
22555,4,5,a,1,8,b,c,f,d,f,4,0,b,1,b,j,a,b
22556,4,6,b,4,13,b,c,f,i,c,3,4,b,1,b,b,a,b
22557,5,16,a,3,16,b,d,b,r,i,0,6,a,1,b,f,a,d
22558,10,7,b,3,17,b,c,c,b,b,1,5,a,1,b,b,a,b
22559,4,7,a,5,18,b,c,f,i,a,1,0,b,1,b,b,a,b
22560,1,16,a,1,11,b,c,f,b,f,1,0,a,1,b,b,a,b
22561,5,22,a,2,7,b,d,b,r,i,2,2,a,1,b,g,a,b
22562,1,14,a,4,7,b,c,f,e,c,1,0,a,1,b,j,a,b
22563,4,15,a,0,1,b,c,b,b,a,1,0,a,3,b,b,a,b
22564,1,21,b,1,12,b,c,h,i,c,0,0,a,1,b,d,e,b
22565,7,2,a,0,11,d,d,a,r,g,2,10,b,3,b,f,a,b
22566,3,15,a,1,5,a,d,e,j,i,0,7,b,1,b,h,a,b
22567,4,17,a,3,18,b,c,f,b,c,1,0,b,1,b,b,a,b
22568,6,11,a,1,9,b,d,f,k,f,2,0,a,1,c,f,a,b
22569,8,19,a,2,0,b,d,f,k,f,0,2,b,1,b,f,a,b
22570,1,13,a,2,2,b,c,f,b,a,1,2,a,1,b,j,a,b
22571,1,6,a,4,5,b,e,a,k,g,1,5,a,1,b,f,b,b
22572,5,18,a,1,2,b,d,a,k,f,1,7,a,1,b,f,a,b
22573,1,11,a,0,18,b,d,f,j,i,1,4,b,1,b,f,a,b
22574,1,18,b,0,15,b,c,f,i,a,0,3,b,2,b,b,a,b
22575,2,18,a,0,2,b,d,f,k,f,0,0,b,1,b,f,a,b
22576,7,17,a,6,12,d,d,f,m,i,2,9,b,1,b,f,a,b
22577,1,20,a,3,14,b,c,c,i,c,3,0,a,3,b,b,a,b
22578,16,13,a,2,16,d,d,f,r,i,1,6,a,1,b,f,a,b
22579,1,8,b,5,6,b,d,a,q,g,1,3,b,1,b,f,a,b
22580,1,11,a,5,14,b,d,d,m,i,1,1,a,1,b,h,a,b
22581,4,17,a,2,8,b,a,g,b,f,0,0,b,1,d,b,e,b
22582,12,17,a,1,4,b,e,a,n,g,1,0,a,3,b,f,a,b
22583,3,14,a,2,9,b,c,f,i,c,3,0,b,1,b,j,a,b
22584,1,0,a,0,6,b,d,a,r,f,1,0,b,1,c,f,a,b
22585,1,15,a,2,2,b,d,f,n,f,0,0,a,1,b,f,a,b
22586,5,17,a,5,1,b,d,f,j,i,2,1,a,2,b,g,f,b
22587,8,17,a,1,6,b,d,a,k,g,1,3,b,1,b,f,a,d
22588,1,11,a,3,13,b,d,f,k,i,0,0,a,1,b,f,a,b
22589,2,14,a,3,2,b,c,f,e,c,0,5,b,1,b,j,a,b
22590,1,22,a,3,17,b,d,a,o,f,0,0,b,1,b,h,b,b
22591,1,4,a,2,1,b,e,b,p,i,4,0,b,1,d,f,f,b
22592,4,21,a,1,7,b,d,f,r,f,1,2,b,1,b,g,a,b
22593,4,18,a,0,1,b,d,b,r,f,2,2,a,2,b,f,a,b
22594,4,18,a,2,12,b,d,f,k,i,0,11,a,1,b,f,a,b
22595,1,0,a,0,8,b,c,a,c,c,3,0,a,1,b,b,a,b
22596,13,15,a,1,17,b,d,a,l,g,1,10,b,1,b,f,a,c
22597,1,21,a,1,14,b,c,f,d,c,1,1,a,3,b,j,a,b
22598,9,23,a,6,8,a,d,f,n,f,1,0,a,1,b,k,a,b
22599,9,9,a,1,2,b,c,h,g,b,1,0,a,1,b,c,a,b
22600,7,10,a,6,5,b,d,a,r,g,2,0,a,3,b,f,a,b
22601,2,20,a,5,9,b,d,h,k,f,2,6,a,1,b,f,a,d
22602,2,22,a,2,7,b,c,a,d,c,3,5,b,1,b,j,a,b
22603,1,0,b,0,4,b,d,a,j,i,1,0,b,3,b,f,a,b
22604,5,17,a,3,0,b,a,f,i,a,3,1,b,1,b,j,a,b
22605,1,17,b,3,6,b,d,f,k,f,2,1,a,1,b,f,a,b
22606,5,9,b,5,3,b,d,f,k,i,0,0,a,1,b,h,a,b
22607,1,5,a,3,1,b,d,b,k,i,1,4,a,3,b,h,f,b
22608,1,13,a,1,6,b,c,a,i,a,0,4,a,3,b,b,a,b
22609,2,4,b,3,10,b,e,f,k,i,5,3,a,1,a,h,a,b
22610,10,7,a,4,16,b,d,d,j,i,1,2,a,2,b,g,b,b
22611,2,20,b,2,9,b,d,f,k,i,0,3,b,1,b,h,a,b
22612,1,17,a,0,18,b,d,a,k,i,4,3,a,3,b,h,a,d
22613,5,5,a,3,18,b,d,g,l,g,2,3,a,1,b,f,a,b
22614,6,20,b,2,5,b,d,c,n,i,1,2,a,3,b,f,a,b
22615,11,22,a,6,11,b,d,f,r,f,0,0,b,1,b,f,a,b
22616,8,19,a,1,5,b,d,f,p,i,0,2,a,4,b,f,a,b
22617,4,22,a,2,12,b,d,f,k,i,1,11,a,1,b,h,a,b
22618,2,17,a,0,11,b,a,f,d,f,3,0,a,2,b,j,a,b
22619,2,12,a,1,16,b,c,f,i,a,2,2,a,3,b,b,a,b
22620,4,16,a,6,17,b,c,a,i,c,2,10,b,2,a,b,a,c
22621,1,4,a,2,9,b,c,d,i,c,1,0,a,1,b,j,a,c
22622,1,0,a,0,15,b,c,f,a,a,2,0,b,3,b,b,a,b
22623,1,16,a,3,5,b,d,a,r,i,1,0,b,3,b,g,a,b
22624,1,16,b,0,4,b,c,f,b,a,1,3,b,3,b,b,f,b
22625,2,6,b,4,3,b,c,a,i,a,2,0,b,1,b,b,a,b
22626,17,17,a,6,9,b,d,f,j,i,2,7,b,1,b,h,a,b
22627,1,14,b,2,4,b,c,f,b,a,2,0,a,1,b,c,a,b
22628,7,6,a,0,6,b,c,f,b,a,3,5,a,1,b,a,a,b
22629,1,16,a,1,9,b,d,f,j,f,0,0,a,1,c,h,a,b
22630,4,0,a,0,15,b,d,a,r,g,4,0,b,3,b,f,f,b
22631,1,10,b,1,5,b,c,a,b,a,1,6,a,2,b,b,a,b
22632,1,3,b,2,6,b,d,e,n,i,3,2,a,3,b,h,a,b
22633,4,6,a,1,8,b,d,c,r,i,3,2,b,1,b,f,a,b
22634,1,15,a,1,16,b,a,a,d,a,3,0,a,1,b,b,a,b
22635,1,21,a,3,7,b,c,b,i,c,1,5,a,1,b,j,a,b
22636,1,17,a,5,7,b,c,a,e,c,3,6,b,1,b,b,a,b
22637,5,11,a,3,5,b,d,b,k,i,1,4,b,2,b,f,a,b
22638,1,18,a,2,7,b,d,h,k,f,3,0,a,1,b,f,a,b
22639,4,22,a,2,9,b,c,f,d,c,0,0,a,1,b,j,a,b
22640,1,3,a,0,14,b,d,f,r,f,1,0,b,1,b,h,a,b
22641,1,6,a,0,18,b,d,c,r,i,2,9,b,1,b,f,a,b
22642,4,17,a,6,13,b,d,f,r,i,3,6,a,1,b,f,a,b
22643,13,19,a,2,7,b,c,a,d,f,1,5,a,3,b,d,a,b
22644,6,7,a,1,3,b,d,a,r,f,1,0,a,1,b,f,a,d
22645,5,20,a,6,11,b,c,f,i,c,0,0,b,1,b,j,a,b
22646,8,18,a,1,6,b,c,g,i,a,1,1,a,1,b,j,a,b
22647,1,13,a,2,2,b,d,f,n,f,4,0,b,1,b,f,a,b
22648,1,16,a,5,2,b,d,f,r,i,0,11,a,1,b,h,a,d
22649,3,17,a,3,1,b,c,f,i,a,0,1,a,2,b,j,a,b
22650,5,14,b,0,4,d,c,a,i,a,1,0,b,1,c,b,a,d
22651,1,22,b,0,17,b,d,a,k,g,2,7,b,2,b,h,c,b
22652,4,5,a,4,0,b,c,b,c,a,3,0,a,2,b,b,f,b
22653,4,17,a,2,7,b,a,f,d,c,2,2,b,1,b,j,a,b
22654,4,12,b,3,7,b,d,h,r,g,6,0,a,1,b,f,a,d
22655,1,3,a,2,16,b,c,f,i,a,1,2,a,1,b,b,a,b
22656,4,14,b,4,12,b,d,f,r,f,3,0,b,1,b,f,a,b
22657,1,9,a,3,12,b,c,f,i,f,0,0,b,1,b,b,a,b
22658,3,14,b,1,6,b,d,a,l,i,1,0,a,3,b,l,a,b
22659,10,12,a,0,13,b,d,d,k,i,2,9,b,1,b,f,a,c
22660,7,4,a,3,4,b,c,c,b,a,1,0,b,3,b,c,a,b
22661,1,21,a,1,12,b,c,b,i,c,0,0,b,1,b,j,a,b
22662,12,22,a,3,12,b,d,h,p,g,1,4,a,1,b,f,a,b
22663,1,22,b,1,14,b,e,f,k,i,1,1,a,1,b,f,a,b
22664,1,3,b,2,1,b,c,b,b,a,1,0,b,1,b,b,f,b
22665,11,18,a,2,18,b,d,f,k,i,0,6,a,1,b,f,a,b
22666,1,0,a,0,14,b,e,f,k,f,4,0,a,1,d,f,a,b
22667,2,10,a,1,7,b,c,f,b,c,0,4,b,3,b,b,a,b
22668,4,20,a,0,10,b,c,f,d,c,1,0,a,1,b,j,a,b
22669,18,21,a,3,13,b,d,f,k,i,4,4,b,1,b,f,a,b
22670,1,7,a,4,17,b,c,f,b,b,3,0,b,3,b,b,a,b
22671,15,17,a,1,1,b,c,b,a,a,3,10,b,3,c,b,a,b
22672,1,18,a,3,14,b,d,c,r,i,1,6,a,2,c,h,e,b
22673,1,10,a,1,6,b,a,a,i,a,1,0,a,2,b,b,a,b
22674,1,18,a,2,8,b,c,a,e,c,0,6,a,1,b,a,a,a
22675,1,11,a,0,14,b,c,f,b,f,0,0,a,1,b,b,a,b
22676,4,11,a,3,8,b,c,a,c,c,1,0,b,1,b,b,a,b
22677,7,18,b,4,12,b,e,f,r,f,2,0,b,1,b,h,a,b
22678,2,20,a,6,12,b,d,f,r,i,5,9,a,2,b,f,a,b
22679,2,17,a,5,7,b,c,f,b,c,2,4,a,1,b,b,a,b
22680,1,3,b,2,14,b,d,a,k,h,1,3,a,1,b,f,a,b
22681,2,16,a,1,2,b,c,b,i,f,1,10,b,3,b,j,a,b
22682,1,3,a,2,3,a,a,f,b,f,1,0,a,1,d,b,a,b
22683,2,12,a,1,14,b,d,a,q,f,1,0,a,1,b,f,a,b
22684,1,5,a,3,1,b,d,f,k,i,3,0,a,1,b,h,a,b
22685,10,10,a,6,17,b,d,f,n,i,1,7,a,1,b,g,a,c
22686,4,15,a,2,7,b,d,f,k,i,1,10,b,1,b,f,b,b
22687,1,5,a,3,8,a,c,f,d,f,1,6,b,1,b,b,a,b
22688,1,20,a,0,6,b,c,c,e,b,0,0,b,2,b,b,a,b
22689,1,6,a,1,0,b,d,b,j,i,1,2,a,3,b,l,f,b
22690,2,7,a,0,16,b,d,a,k,g,0,11,b,1,b,h,a,a
22691,1,4,a,2,14,b,d,f,n,f,2,0,a,1,b,h,a,b
22692,1,18,b,5,13,b,d,f,k,i,1,7,b,1,b,f,a,b
22693,1,7,a,5,15,b,c,f,b,b,1,0,a,1,b,j,a,b
22694,2,5,a,3,12,d,d,f,r,f,1,0,a,1,b,k,a,b
22695,1,23,a,0,8,b,d,f,k,i,3,9,a,1,b,f,a,b
22696,4,21,a,1,11,b,c,a,a,f,1,8,a,3,b,b,e,b
22697,12,3,a,0,1,b,c,f,g,b,4,5,b,1,b,j,a,b
22698,2,20,a,5,13,b,c,f,e,f,2,0,b,1,b,j,a,b
22699,1,3,a,2,15,b,c,f,i,a,1,0,a,3,d,b,a,d
22700,1,17,a,0,1,b,d,b,r,i,1,2,a,3,b,f,a,b
22701,1,2,b,1,1,b,d,b,r,i,1,2,b,3,b,f,f,b
22702,1,9,b,3,10,b,d,c,l,i,6,4,a,1,b,h,a,b
22703,4,14,b,0,4,b,d,a,m,i,1,0,b,1,b,f,a,b
22704,18,11,b,6,9,b,e,f,k,i,1,5,b,1,b,h,a,b
22705,2,19,a,3,7,b,d,f,r,i,1,9,a,3,b,i,a,b
22706,4,12,a,1,6,b,a,a,b,a,0,1,b,3,b,b,a,b
22707,1,9,a,1,17,b,d,h,k,i,0,0,b,1,b,l,a,b
22708,19,16,a,1,8,b,d,h,k,f,1,0,a,1,b,k,a,b
22709,1,12,a,2,12,b,c,f,i,a,1,2,a,1,b,b,a,b
22710,3,4,a,2,7,b,d,f,m,i,1,3,a,2,d,f,a,b
22711,2,3,a,2,14,b,d,f,j,i,2,2,a,1,b,h,a,d
22712,4,3,a,2,4,b,c,b,b,a,3,0,b,1,b,c,a,b
22713,1,6,a,4,11,b,d,f,m,i,3,4,b,1,b,g,a,b
22714,1,18,a,6,12,b,d,f,k,i,2,0,b,1,c,f,a,b
22715,1,14,b,4,6,b,d,g,r,g,1,9,a,1,b,f,a,b
22716,1,17,a,1,2,d,d,a,k,g,1,11,a,1,b,h,a,d
22717,10,22,a,2,14,b,c,f,i,c,1,2,a,1,b,b,a,b
22718,4,9,a,1,5,b,c,a,b,a,1,3,a,3,b,b,a,b
22719,7,18,b,3,7,b,c,a,i,c,1,7,a,1,b,j,a,b
22720,2,17,a,3,7,b,c,f,b,f,1,0,a,3,b,b,a,b
22721,1,7,a,3,8,b,c,a,a,c,2,4,a,1,b,b,a,b
22722,10,16,a,3,16,b,d,a,k,g,1,3,a,1,b,h,a,b
22723,2,12,a,3,6,b,c,b,b,a,0,0,a,1,b,b,a,b
22724,1,3,a,2,18,b,d,f,k,f,1,0,a,3,b,f,a,b
22725,16,17,a,4,0,b,d,f,l,i,0,0,a,1,b,f,a,c
22726,1,1,a,0,5,b,c,a,b,a,1,0,a,3,b,j,a,b
22727,1,17,a,1,16,b,c,c,b,b,1,0,b,3,b,b,b,b
22728,3,10,a,0,10,b,f,f,n,i,3,1,b,2,b,f,a,b
22729,7,11,a,4,9,b,d,h,r,g,2,2,a,1,b,h,a,c
22730,3,22,a,5,1,b,d,f,j,i,1,0,a,1,d,g,a,b
22731,1,16,b,2,6,b,d,a,k,g,1,0,a,3,b,f,a,b
22732,13,13,a,2,9,c,d,f,r,i,1,9,b,1,b,f,a,b
22733,4,7,a,5,5,b,d,a,k,i,2,4,b,1,a,k,a,b
22734,8,18,a,3,18,b,c,a,d,a,3,3,b,1,b,j,a,b
22735,5,18,a,4,9,b,d,f,k,i,2,5,b,1,b,k,a,a
22736,2,14,a,0,16,b,c,f,a,a,1,0,b,3,b,j,a,b
22737,1,5,a,3,15,b,c,f,b,a,1,1,a,1,d,b,a,b
22738,1,18,a,3,12,b,c,f,i,c,0,11,a,1,b,d,a,b
22739,12,17,a,4,11,d,d,a,l,g,2,4,b,1,b,f,a,b
22740,1,7,b,2,8,b,d,a,k,g,2,11,a,1,b,f,a,b
22741,16,14,a,3,7,b,d,f,j,i,1,10,b,1,b,f,a,b
22742,7,17,b,1,6,d,d,a,r,i,0,2,b,1,b,f,a,b
22743,4,20,a,0,11,b,c,b,i,c,1,9,b,3,b,j,a,b
22744,5,18,a,5,8,b,e,f,r,f,3,0,a,1,b,f,a,b
22745,2,8,b,5,11,b,d,f,n,i,1,6,b,1,c,f,a,b
22746,1,14,b,0,18,a,c,a,e,b,1,0,a,3,b,b,a,b
22747,1,18,a,2,14,b,c,a,b,a,1,2,a,1,b,b,a,a
22748,7,16,a,3,7,b,d,f,k,i,1,8,b,1,b,h,a,b
22749,14,22,a,3,14,b,d,f,k,f,3,0,b,1,b,f,a,b
22750,5,13,a,1,3,b,c,f,b,a,1,5,a,2,b,b,a,b
22751,13,14,a,1,0,b,d,f,k,i,1,2,a,1,b,f,a,c
22752,2,1,a,0,15,b,c,f,c,b,1,1,a,3,b,b,a,b
22753,1,18,b,4,11,b,d,a,n,i,0,0,a,2,b,f,e,b
22754,13,18,a,3,6,b,d,f,j,i,1,6,a,1,b,f,a,b
22755,1,6,a,3,18,d,a,c,e,c,2,1,a,1,b,d,a,b
22756,15,17,a,0,0,b,c,f,i,a,3,0,a,1,b,b,a,d
22757,15,18,a,5,7,b,d,f,r,i,1,6,b,1,b,f,a,d
22758,2,22,b,1,11,b,d,c,r,i,1,6,a,1,b,h,c,b
22759,1,16,a,0,9,b,c,f,i,c,3,0,a,1,b,j,a,b
22760,1,8,a,2,1,d,c,b,c,a,1,2,b,1,b,b,a,b
22761,6,12,a,0,13,b,c,f,b,a,1,0,a,3,c,b,a,b
22762,4,10,a,3,18,b,d,f,m,f,1,0,a,1,b,f,a,b
22763,1,11,a,0,16,b,d,f,k,i,1,2,a,3,b,f,a,b
22764,1,6,a,4,6,b,c,f,i,a,2,4,a,3,b,b,a,b
22765,10,3,a,1,8,b,d,c,j,f,1,0,b,2,b,f,a,b
22766,5,13,a,0,5,b,c,a,a,a,1,0,b,3,b,j,a,b
22767,5,9,a,3,0,b,a,b,c,a,2,2,b,3,b,b,f,b
22768,1,0,a,0,11,b,c,f,a,a,0,0,b,3,b,b,a,d
22769,2,17,a,3,2,b,d,a,r,g,1,10,b,2,b,f,a,b
22770,8,11,a,1,8,b,d,f,m,f,1,0,a,1,b,f,a,b
22771,10,13,a,4,12,b,c,a,a,c,1,0,b,1,a,a,a,b
22772,5,20,a,2,6,b,d,f,r,i,1,6,b,1,b,f,a,b
22773,2,11,a,5,0,b,d,b,r,i,1,3,b,2,b,f,f,b
22774,1,17,a,0,17,b,d,f,r,i,0,8,a,3,b,f,a,b
22775,1,21,b,1,9,b,c,e,i,c,2,1,b,1,b,j,e,b
22776,1,15,a,3,1,b,c,b,i,a,3,9,b,2,b,e,a,b
22777,1,4,a,3,2,b,d,b,r,f,1,0,a,1,b,f,f,b
22778,1,16,a,5,6,b,d,a,r,g,4,0,b,1,b,h,a,b
22779,7,14,a,3,14,b,c,f,b,f,3,0,b,1,b,b,a,b
22780,4,7,a,2,4,b,d,b,k,i,1,5,b,3,b,h,a,b
22781,8,17,b,5,15,b,d,f,n,i,0,10,a,1,b,h,a,b
22782,1,3,b,2,13,b,c,c,i,c,1,2,b,1,d,b,a,b
22783,13,14,a,3,7,b,d,a,n,g,4,4,a,3,b,f,a,b
22784,1,9,a,6,12,b,c,h,i,f,2,0,b,3,b,b,a,b
22785,1,18,a,1,7,b,d,h,k,f,1,0,b,1,b,f,a,b
22786,4,12,a,4,3,b,c,f,b,a,1,5,a,1,b,b,a,b
22787,1,14,a,0,2,b,c,f,b,b,1,3,a,1,b,j,a,b
22788,6,11,a,1,13,b,d,f,n,i,0,1,b,3,b,f,a,b
22789,9,20,a,3,10,b,c,f,i,c,2,9,b,1,b,j,a,b
22790,4,9,b,6,9,b,c,f,b,c,1,0,a,2,d,j,a,b
22791,8,14,a,3,4,b,d,b,k,i,1,1,b,1,b,f,a,b
22792,1,13,a,1,2,b,c,f,b,f,1,0,b,1,b,b,a,b
22793,1,17,a,1,14,b,c,a,a,b,1,0,a,1,b,b,a,b
22794,8,3,a,2,6,b,a,a,d,a,3,3,b,3,b,b,a,b
22795,1,4,a,3,4,b,d,b,k,i,1,0,b,1,d,f,f,b
22796,1,0,a,0,12,b,c,f,a,a,1,0,b,1,b,b,a,b
22797,3,12,a,2,6,b,d,a,m,f,1,0,b,3,b,h,a,b
22798,1,10,a,1,11,b,c,h,a,c,0,0,b,1,a,j,a,b
22799,1,15,a,0,14,b,e,f,n,i,4,2,a,1,b,f,a,b
22800,2,0,a,0,6,b,e,a,k,f,2,0,b,3,b,h,a,b
22801,1,9,a,3,3,b,c,f,b,f,4,4,b,1,b,b,a,b
22802,1,0,a,0,8,b,c,f,c,c,2,0,a,1,b,b,a,b
22803,2,11,a,0,11,b,c,h,d,b,0,2,a,1,b,d,b,b
22804,1,9,a,2,12,b,c,f,i,c,1,0,b,2,b,j,a,b
22805,1,13,a,3,13,b,c,f,i,f,1,0,a,1,d,a,a,b
22806,4,10,b,4,8,b,c,f,e,c,0,4,b,1,b,b,a,b
22807,8,23,a,2,15,b,d,f,k,f,2,11,a,3,b,h,b,b
22808,7,15,a,5,7,b,c,h,b,f,1,10,b,1,b,j,a,b
22809,10,14,a,0,17,b,c,f,a,f,3,3,b,1,b,b,a,b
22810,1,2,a,1,9,b,c,e,i,c,2,0,a,3,b,j,a,b
22811,8,19,b,4,14,b,d,a,n,f,1,0,a,1,b,f,a,b
22812,8,7,b,0,10,b,d,f,r,i,6,8,b,1,b,f,a,b
22813,3,16,a,3,8,b,d,h,k,f,1,0,b,1,b,f,a,b
22814,3,16,a,4,7,b,c,a,b,a,1,1,a,3,b,a,a,b
22815,2,21,a,1,8,b,a,f,a,c,2,1,a,1,b,a,a,b
22816,4,19,b,4,18,b,d,f,r,i,1,1,a,1,b,h,a,b
22817,6,7,a,4,10,b,d,h,m,g,4,1,a,1,b,f,a,b
22818,1,2,b,1,7,d,c,f,a,f,1,2,b,1,b,b,a,b
22819,2,17,a,1,12,b,d,f,k,i,1,0,a,2,c,f,a,b
22820,10,13,a,4,3,b,a,b,a,f,1,0,a,2,b,b,a,b
22821,2,4,a,2,16,b,d,a,r,i,1,3,a,3,b,f,a,b
22822,1,16,b,5,18,b,d,f,k,i,2,4,a,1,b,f,a,b
22823,4,16,a,2,5,b,a,e,i,a,1,0,b,3,b,b,a,b
22824,1,20,b,4,10,b,d,f,o,i,2,5,b,1,d,f,a,b
22825,4,14,b,2,18,b,d,f,j,i,3,9,b,1,b,f,a,b
22826,1,3,b,2,4,b,e,a,r,i,0,0,a,1,b,g,a,b
22827,1,13,a,3,2,b,c,a,b,a,1,1,a,3,b,j,a,c
22828,6,15,a,5,18,b,d,f,r,i,2,9,a,3,b,l,a,b
22829,4,8,a,5,1,b,c,b,b,a,2,0,a,1,b,b,f,b
22830,4,6,a,1,14,b,d,c,n,i,1,0,a,2,b,h,e,b
22831,1,17,a,4,11,b,d,f,r,i,3,4,a,1,b,f,a,a
22832,2,17,a,1,8,b,a,c,a,c,3,0,b,1,b,b,a,b
22833,1,5,a,3,4,b,c,b,b,a,1,0,a,3,b,b,f,b
22834,1,15,b,5,11,b,d,c,l,i,2,11,a,1,b,f,a,b
22835,1,7,a,0,13,b,d,f,j,i,1,1,a,2,d,f,a,b
22836,1,15,a,3,4,b,c,a,b,a,1,2,a,1,b,b,a,b
22837,1,17,b,1,15,b,c,f,a,b,1,1,b,3,b,b,a,b
22838,10,18,a,0,15,b,d,f,k,f,0,0,b,1,c,f,a,b
22839,1,4,a,2,6,b,c,c,i,a,3,2,a,4,b,a,a,b
22840,2,6,a,4,14,b,d,f,k,i,3,4,a,1,b,g,a,b
22841,2,12,a,3,1,b,c,b,b,a,3,0,b,2,b,b,a,b
22842,1,16,b,0,5,b,c,f,a,a,1,6,b,3,b,b,a,b
22843,7,3,b,1,5,b,c,a,b,a,3,1,b,1,b,b,a,b
22844,4,12,a,1,17,b,d,f,j,i,0,9,b,1,b,h,a,b
22845,4,18,a,0,0,b,d,b,j,i,1,5,b,1,b,f,a,b
22846,5,21,a,3,8,b,d,f,r,i,6,1,b,1,b,f,a,b
22847,4,9,a,5,5,b,d,f,k,i,1,4,b,1,b,f,a,b
